combo,spearman,countries,num_countries
"['Maize (white)', 'Millet']",-0.4248218258884758,"['Benin', 'Chad', 'Nigeria', 'Uganda', 'Zambia']",5
"['Maize (white)', 'Rice']",0.22902536651410899,"['El Salvador', 'Swaziland']",2
"['Maize (white)', 'Beans']",0.5572052290071225,"['Burundi', 'Uganda']",2
"['Maize (white)', 'Cassava flour']",0.4316858755634856,"['Burundi', 'Mozambique', 'Uganda']",3
"['Maize (white)', 'Sweet potatoes']",0.4455312107679254,['Burundi'],1
"['Maize (white)', 'Rice (low quality, local)']",0.5071073768229091,['Burundi'],1
"['Maize (white)', 'Rice (local)']",0.36690923588853097,"['Chad', 'Mozambique', 'Nigeria', 'Zambia']",4
"['Maize (white)', 'Groundnuts (shelled)']",0.45433457652200987,"['Nigeria', 'South Sudan', 'Zambia']",3
"['Maize (white)', 'Sorghum (white)']",0.44754562197331804,"['Chad', 'Honduras', 'Nigeria', 'South Sudan']",4
"['Maize (white)', 'Maize flour']",-0.3885922010307174,"['Colombia', 'Uganda']",2
"['Maize (white)', 'Beans (red)']",0.13600811066091723,"['Colombia', 'El Salvador', 'Honduras', 'South Sudan']",4
"['Maize (white)', 'Maize (yellow)']",0.7035452050080941,"['Colombia', 'Guatemala', 'Nigeria']",3
"['Maize (white)', 'Cocoa']",0.39202736992995774,['Colombia'],1
"['Maize (white)', 'Cassava (dry)']",0.3453114513112034,"['Colombia', 'South Sudan']",2
"['Maize (white)', 'Beans (silk red)']",0.24618050166084435,['El Salvador'],1
"['Maize (white)', 'Potatoes (Irish)']",-0.21619925078465121,['Kenya'],1
"['Maize (white)', 'Beans (dry)']",0.4150053517171148,"['Kenya', 'Mozambique', 'Zambia']",3
"['Maize (white)', 'Maize flour (white)']",-0.33539253539253544,['Honduras'],1
"['Maize (white)', 'Cowpeas']",0.4441180122508309,['Mozambique'],1
"['Maize (white)', 'Wheat flour (local)']",-0.4773358866485924,['Mozambique'],1
"['Maize (white)', 'Maize meal (white, first grade)']",-0.4180110893088715,['Mozambique'],1
"['Maize (white)', 'Oil (vegetable, local)']",0.2845330064523577,['Mozambique'],1
"['Maize (white)', 'Sugar (brown, local)']",0.1308619173331295,['Mozambique'],1
"['Maize (white)', 'Groundnuts (Mix)']",0.28615540181703913,['Mozambique'],1
"['Maize (white)', 'Groundnuts (large, shelled)']",0.5562252165127193,['Mozambique'],1
"['Maize (white)', 'Groundnuts (small, shelled)']",0.37784008774707234,['Mozambique'],1
"['Maize (white)', 'Maize meal (white, with bran)']",0.36254568767730067,['Mozambique'],1
"['Maize (white)', 'Maize meal (white, roller)']",0.3464303321360318,['Zambia'],1
"['Maize (white)', 'Maize meal (white, breakfast)']",0.41491463879319623,['Zambia'],1
"['Maize', 'Millet']",0.44263282664656334,"['Benin', 'Burkina Faso', 'Central African Republic', 'Gambia', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Zimbabwe']",9
"['Maize', 'Beans (niebe)']",0.44828975056421755,"['Burkina Faso', 'Cameroon', 'Niger', 'Nigeria']",4
"['Maize', 'Rice']",0.2799697949365977,"['Burkina Faso', 'Central African Republic', 'Kyrgyzstan', 'Malawi', 'Rwanda', 'Tajikistan', 'United Republic of Tanzania']",7
"['Maize', 'Beans']",0.3158076187834687,"['Democratic Republic of the Congo', 'Malawi', 'United Republic of Tanzania', 'Zimbabwe']",4
"['Maize', 'Cassava flour']",0.4513020654776046,"['Democratic Republic of the Congo', 'Rwanda']",2
"['Maize', 'Sweet potatoes']",-0.20809747199083484,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Maize', 'Rice (imported, Tanzanian)']",-0.11439095811080069,['Rwanda'],1
"['Maize', 'Rice (local)']",0.40536891425329935,"['Cameroon', ""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Ghana', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Rwanda', 'Timor-Leste']",10
"['Maize', 'Groundnuts (shelled)']",0.4500291230518894,"['Cameroon', 'Democratic Republic of the Congo', 'Gambia', 'Malawi', 'Nigeria', 'Rwanda', 'Zimbabwe']",7
"['Maize', 'Sorghum (red)']",0.4285058664057539,['Cameroon'],1
"['Maize', 'Sorghum (white)']",0.5076347515561688,"['Cameroon', 'Nigeria']",2
"['Maize', 'Soybeans']",0.40151471719963683,"['Cameroon', 'Myanmar', 'Rwanda']",3
"['Maize', 'Cassava (cossette)']",0.3411303908153131,"['Cameroon', 'Central African Republic', 'Democratic Republic of the Congo']",3
"['Maize', 'Maize flour']",0.3470434299620873,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Maize', 'Plantains']",0.18451294715010133,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo']",2
"['Maize', 'Fish (dry)']",0.40894767612146626,"[""Cote d'Ivoire"", 'Gambia']",2
"['Maize', 'Salt']",0.0638773557060038,"['Democratic Republic of the Congo', 'Gambia', 'Guinea-Bissau', 'Kyrgyzstan', 'Myanmar', 'Tajikistan']",6
"['Maize', 'Rice (paddy)']",0.37150961509048797,['Mali'],1
"['Maize', 'Bananas']",-0.2537300081612277,"['Gambia', 'Rwanda']",2
"['Maize', 'Spinach']",-0.4179865699635679,['Rwanda'],1
"['Maize', 'Papaya']",-0.4390527282214033,['Rwanda'],1
"['Maize', 'Mangoes']",0.444015444015444,['Rwanda'],1
"['Maize', 'Cassava (fresh)']",0.29430493837766447,"[""Cote d'Ivoire""]",1
"['Maize', 'Fish (smoked)']",0.030740017794342895,['Democratic Republic of the Congo'],1
"['Maize', 'Meat (chicken, frozen)']",0.2345317829994277,['Tajikistan'],1
"['Maize', 'Fish (salted)']",-0.33438016924263153,['Democratic Republic of the Congo'],1
"['Maize', 'Cornstarch']",0.5923152967892167,"[""Cote d'Ivoire""]",1
"['Maize', 'Maize meal']",-0.21832916193175939,['Democratic Republic of the Congo'],1
"['Maize', 'Cassava']",0.3048731237389107,"['Democratic Republic of the Congo', 'Gambia', 'Ghana', 'Malawi', 'Rwanda']",5
"['Maize', 'Meat (goat, with bones)']",0.5581310422373493,['Democratic Republic of the Congo'],1
"['Maize', 'Cassava (chikwangue)']",0.23636097688997904,['Democratic Republic of the Congo'],1
"['Maize', 'Livestock (Goat)']",-0.36464555353570133,['Rwanda'],1
"['Maize', 'Livestock (Sheep)']",-0.39474373814418157,['Rwanda'],1
"['Maize', 'Meat (mutton)']",0.1940476441512889,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Maize', 'Potatoes (Irish)']",-0.21153473346135873,"['Gambia', 'Rwanda']",2
"['Maize', 'Beans (dry)']",0.3798210867450979,"['Gambia', 'Rwanda']",2
"['Maize', 'Plantains (apentu)']",0.3403608479366639,['Ghana'],1
"['Maize', 'Yam']",0.40574370257531406,"['Ghana', 'Nigeria']",2
"['Maize', 'Fonio']",0.2901627742544699,['Guinea-Bissau'],1
"['Maize', 'Tea (black)']",-0.21248964389586153,"['Kyrgyzstan', 'Tajikistan']",2
"['Maize', 'Oil (cotton)']",0.2306147858890088,"['Kyrgyzstan', 'Tajikistan']",2
"['Maize', 'Tea (green)']",-0.31583245578259483,"['Kyrgyzstan', 'Tajikistan']",2
"['Maize', 'Wheat flour (first grade)']",0.345812615062634,"['Kyrgyzstan', 'Tajikistan']",2
"['Maize', 'Wheat flour (high quality)']",0.31661271464238594,"['Kyrgyzstan', 'Tajikistan']",2
"['Maize', 'Wheat flour (local)']",0.3241530967106207,['Tajikistan'],1
"['Maize', 'Sorghum flour']",0.42694004174149636,['Rwanda'],1
"['Maize', 'Peppers (green)']",-0.3851189537124663,['Rwanda'],1
"['Maize', 'Eggplants']",-0.08835932027133403,['Rwanda'],1
"['Maize', 'Passion fruit']",0.227071006348213,['Rwanda'],1
"['Maize', 'Zucchini']",-0.31078747488013336,['Rwanda'],1
"['Maize', 'Avocados']",-0.3804027891198552,['Rwanda'],1
"['Maize', 'Peas (fresh)']",0.04106967834163064,['Rwanda'],1
"['Maize', 'Meat (goat)']",0.3619854867000612,['Rwanda'],1
"['Millet', 'Beans (niebe)']",0.422269119568219,"['Burkina Faso', 'Niger', 'Nigeria']",3
"['Millet', 'Beans']",-0.5258346593424271,"['Uganda', 'Zimbabwe']",2
"['Millet', 'Cassava flour']",0.30132242772929996,['Uganda'],1
"['Millet', 'Rice (local)']",0.42326982508216615,"['Chad', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal', 'Zambia']",7
"['Millet', 'Groundnuts (shelled)']",0.35649080099675867,"['Gambia', 'Nigeria', 'Zambia', 'Zimbabwe']",4
"['Millet', 'Sorghum (red)']",0.6514353728758769,"['Chad', 'Djibouti']",2
"['Millet', 'Maize flour']",0.539698210233866,"['Gambia', 'Uganda']",2
"['Millet', 'Rice (paddy)']",0.2682917246090429,['Mali'],1
"['Millet', 'Maize (local)']",0.5350587603852897,"['Gambia', 'Senegal']",2
"['Millet', 'Groundnuts (unshelled)']",0.45334202055905415,['Gambia'],1
"['Millet', 'Rice (long grain, imported)']",0.38245542775940605,['Gambia'],1
"['Millet', 'Rice (medium grain, imported)']",0.4072246649411282,['Gambia'],1
"['Millet', 'Rice (small grain, imported)']",0.06947328025911334,['Gambia'],1
"['Millet', 'Oil (vegetable, imported)']",0.5153027076276835,['Guinea-Bissau'],1
"['Millet', 'Maize (imported)']",0.3691270730257556,['Senegal'],1
"['Millet', 'Sorghum (food aid)']",0.3694858085480924,['Sudan'],1
"['Meat (beef, chops with bones)', 'Meat (chicken, whole)']",0.03133494202532765,"['Bolivia', 'Philippines']",2
"['Meat (beef, chops with bones)', 'Noodles (short)']",0.04015585408275677,['Bolivia'],1
"['Meat (beef, chops with bones)', 'Rice (estaquilla)']",0.07519052323631625,['Bolivia'],1
"['Meat (beef, chops with bones)', 'Rice (medium grain)']",-0.49201063737344813,['Bolivia'],1
"['Meat (beef, chops with bones)', 'Sweet potatoes']",0.1623593091717896,['Philippines'],1
"['Meat (beef, chops with bones)', 'Garlic']",0.006408855166538663,['Philippines'],1
"['Meat (beef, chops with bones)', 'Onions (red)']",0.36727089385507355,['Philippines'],1
"['Meat (beef, chops with bones)', 'Onions (white)']",0.21456712540627337,['Philippines'],1
"['Meat (beef, chops with bones)', 'Potatoes (Irish)']",0.0505956475561663,['Philippines'],1
"['Meat (chicken, whole)', 'Noodles (short)']",-0.29581123809615256,['Bolivia'],1
"['Meat (chicken, whole)', 'Rice (medium grain)']",-0.4836365037336749,['Bolivia'],1
"['Meat (chicken, whole)', 'Sweet potatoes']",0.37535252055374474,['Philippines'],1
"['Meat (chicken, whole)', 'Garlic']",0.26270936581355625,"['Jordan', 'Philippines']",2
"['Meat (chicken, whole)', 'Onions (red)']",0.5859553484797184,['Philippines'],1
"['Meat (chicken, whole)', 'Onions (white)']",0.7387759673367681,['Philippines'],1
"['Meat (chicken, whole)', 'Milk (pasteurized)']",-0.3554583133251137,['Jordan'],1
"['Meat (chicken, whole)', 'Potatoes (Irish)']",0.39858736787995785,['Philippines'],1
"['Meat (chicken, whole)', 'Rice (regular, milled)']",0.5090326818171852,['Philippines'],1
"['Noodles (short)', 'Bread (wheat)']",0.46392112389093915,['Bolivia'],1
"['Noodles (short)', 'Rice (medium grain)']",0.31710061317180055,['Bolivia'],1
"['Potatoes (Irish, imilla)', 'Rice (medium grain)']",-0.48523952616041977,['Bolivia'],1
"['Beans (niebe)', 'Rice (local)']",0.6808100849550235,"['Cameroon', 'Niger', 'Nigeria']",3
"['Beans (niebe)', 'Groundnuts (shelled)']",0.49100605495465877,"['Cameroon', 'Nigeria']",2
"['Beans (niebe)', 'Sorghum (red)']",0.5009498995820443,['Cameroon'],1
"['Beans (niebe)', 'Sorghum (white)']",0.45067526715167416,"['Cameroon', 'Nigeria']",2
"['Rice', 'Beans']",0.15108244633200998,"['Malawi', 'United Republic of Tanzania']",2
"['Rice', 'Cassava flour']",0.4856664786596599,['Rwanda'],1
"['Rice', 'Sweet potatoes']",-0.04574576410214247,['Rwanda'],1
"['Rice', 'Cassava (cossette)']",0.3737451737451738,['Central African Republic'],1
"['Rice', 'Oil (groundnut)']",-0.4527689839504953,"['Central African Republic', 'India']",2
"['Rice', 'Maize flour']",0.5047007923033197,['Rwanda'],1
"['Rice', 'Beans (red)']",0.26161750400023426,['El Salvador'],1
"['Rice', 'Salt']",0.2089345436986101,"['Kyrgyzstan', 'Swaziland', 'Tajikistan', 'Turkey']",4
"['Rice', 'Spinach']",-0.6335270421191322,['Rwanda'],1
"['Rice', 'Papaya']",0.3993962296928055,['Rwanda'],1
"['Rice', 'Milk (pasteurized)']",0.4887751609539755,"['India', 'Turkey']",2
"['Rice', 'Oil (sunflower)']",-0.17066638604765122,"['Egypt', 'India', 'Kyrgyzstan', 'Swaziland', 'Turkey', 'Ukraine']",6
"['Rice', 'Meat (chicken, frozen)']",0.226679539402083,"['Egypt', 'Tajikistan']",2
"['Rice', 'Cassava']",0.5039369703612823,"['Malawi', 'Rwanda']",2
"['Rice', 'Beans (silk red)']",0.26843213578438685,['El Salvador'],1
"['Rice', 'Livestock (Goat)']",0.0013141710381685268,['Rwanda'],1
"['Rice', 'Livestock (Sheep)']",0.5066289139665079,['Rwanda'],1
"['Rice', 'Tea']",0.5939431505721909,"['Syrian Arab Republic', 'Turkey']",2
"['Rice', 'Meat (mutton)']",0.2826631240276782,"['Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Turkey']",4
"['Rice', 'Potatoes (Irish)']",-0.43057103574052047,['Rwanda'],1
"['Rice', 'Tea (black)']",-0.28189606101548303,"['India', 'Kyrgyzstan', 'Tajikistan']",3
"['Rice', 'Oil (mustard)']",0.4142151807917723,['India'],1
"['Rice', 'Salt (iodised)']",-0.015760778528776824,['India'],1
"['Rice', 'Oil (cotton)']",0.3698798997680306,"['Kyrgyzstan', 'Tajikistan']",2
"['Rice', 'Tea (green)']",0.2948046864578995,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Rice', 'Wheat flour (first grade)']",0.18636227345005724,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Rice', 'Wheat flour (high quality)']",0.337137434575121,"['Kyrgyzstan', 'Tajikistan']",2
"['Rice', 'Bulgur']",0.5235215071068094,['Turkey'],1
"['Rice', 'Wheat flour (local)']",0.33032600428527314,"['Syrian Arab Republic', 'Tajikistan']",2
"['Rice', 'Ghee (artificial)']",0.3448364666494978,['Egypt'],1
"['Rice', 'Sorghum flour']",0.3780031888836854,['Rwanda'],1
"['Rice', 'Peppers (green)']",0.41104946450803936,['Rwanda'],1
"['Rice', 'Eggplants']",0.41334297698140404,"['Rwanda', 'Turkey']",2
"['Rice', 'Passion fruit']",0.45468458912219156,['Rwanda'],1
"['Rice', 'Avocados']",-0.3604392176201854,['Rwanda'],1
"['Rice', 'Cassava leaves']",0.43079797113054685,['Rwanda'],1
"['Rice', 'Peas (fresh)']",-0.4470435364449795,['Rwanda'],1
"['Rice', 'Meat (goat)']",-0.44582323306212296,['Rwanda'],1
"['Rice', 'Beans (green, fresh)']",-0.3649319166500507,['Rwanda'],1
"['Rice', 'Oil']",0.5679665552682946,['Syrian Arab Republic'],1
"['Rice', 'Bread (bakery)']",-0.048200089377116326,['Syrian Arab Republic'],1
"['Rice', 'Bread (shop)']",0.09208445646542018,['Syrian Arab Republic'],1
"['Beans', 'Cassava flour']",0.505767980194485,"['Burundi', 'Democratic Republic of the Congo', 'Uganda']",3
"['Beans', 'Sweet potatoes']",0.25361473897470804,"['Burundi', 'Democratic Republic of the Congo']",2
"['Beans', 'Rice (low quality, local)']",0.4841501144118026,['Burundi'],1
"['Beans', 'Rice (local)']",0.36280286485938484,['Democratic Republic of the Congo'],1
"['Beans', 'Cassava (cossette)']",0.5909352714460877,['Democratic Republic of the Congo'],1
"['Beans', 'Maize flour']",-0.008871342241174945,"['Democratic Republic of the Congo', 'Uganda']",2
"['Beans', 'Plantains']",0.596948405849695,['Democratic Republic of the Congo'],1
"['Beans', 'Salt']",0.4867187027401986,['Democratic Republic of the Congo'],1
"['Beans', 'Fish (smoked)']",0.6310346386679286,['Democratic Republic of the Congo'],1
"['Beans', 'Fish (salted)']",0.26949921775576424,['Democratic Republic of the Congo'],1
"['Beans', 'Maize meal']",-0.10414743870384052,['Democratic Republic of the Congo'],1
"['Beans', 'Cassava']",-0.3985019539730786,"['Democratic Republic of the Congo', 'Malawi']",2
"['Beans', 'Meat (goat, with bones)']",0.3809709773374966,['Democratic Republic of the Congo'],1
"['Beans', 'Cassava (chikwangue)']",-0.20232169190783977,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Sweet potatoes']",0.41856569428911006,"['Burundi', 'Democratic Republic of the Congo', 'Rwanda']",3
"['Cassava flour', 'Rice (imported, Tanzanian)']",0.6699149868386876,"['Burundi', 'Rwanda']",2
"['Cassava flour', 'Rice (low quality, local)']",0.5185958675551706,['Burundi'],1
"['Cassava flour', 'Rice (local)']",-0.05056384274016178,"['Democratic Republic of the Congo', 'Mozambique', 'Rwanda']",3
"['Cassava flour', 'Cassava (cossette)']",0.658867871605777,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Maize flour']",0.2636981460600389,"['Democratic Republic of the Congo', 'Rwanda', 'Uganda']",3
"['Cassava flour', 'Plantains']",0.5364794772776272,"['Congo', 'Democratic Republic of the Congo']",2
"['Cassava flour', 'Salt']",0.3958600425191655,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Bananas']",0.2754794380804571,['Rwanda'],1
"['Cassava flour', 'Spinach']",-0.5667441242816836,['Rwanda'],1
"['Cassava flour', 'Papaya']",0.3713666227130618,['Rwanda'],1
"['Cassava flour', 'Mangoes']",0.4461167534382317,['Rwanda'],1
"['Cassava flour', 'Fish (smoked)']",0.4239757114129512,"['Congo', 'Democratic Republic of the Congo']",2
"['Cassava flour', 'Fish (salted)']",0.14296797187144072,"['Congo', 'Democratic Republic of the Congo']",2
"['Cassava flour', 'Maize meal']",-0.31574509218188906,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Cassava']",0.5916168572604501,"['Democratic Republic of the Congo', 'Rwanda']",2
"['Cassava flour', 'Meat (goat, with bones)']",0.43791257217828394,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Cassava (chikwangue)']",0.37302906324501234,['Democratic Republic of the Congo'],1
"['Cassava flour', 'Livestock (Goat)']",-0.38769219369583774,['Rwanda'],1
"['Cassava flour', 'Livestock (Sheep)']",-0.0873458085824954,['Rwanda'],1
"['Cassava flour', 'Potatoes (Irish)']",0.03278136089683405,['Rwanda'],1
"['Cassava flour', 'Beans (dry)']",0.10853741081769998,"['Mozambique', 'Rwanda']",2
"['Cassava flour', 'Sorghum flour']",0.28378528238961376,['Rwanda'],1
"['Cassava flour', 'Peppers (green)']",-0.3564621323812409,['Rwanda'],1
"['Cassava flour', 'Eggplants']",-0.17924388434778588,['Rwanda'],1
"['Cassava flour', 'Passion fruit']",-0.19987212033928142,['Rwanda'],1
"['Cassava flour', 'Zucchini']",0.2677463900037564,['Rwanda'],1
"['Cassava flour', 'Avocados']",0.45564993564993567,['Rwanda'],1
"['Cassava flour', 'Cassava leaves']",-0.3943994873106487,['Rwanda'],1
"['Cassava flour', 'Peas (fresh)']",-0.380952380952381,['Rwanda'],1
"['Cassava flour', 'Meat (goat)']",-0.4608817891813539,['Rwanda'],1
"['Sweet potatoes', 'Rice (imported, Tanzanian)']",0.39139533555384787,"['Burundi', 'Rwanda']",2
"['Sweet potatoes', 'Rice (low quality, local)']",0.41993218463492854,['Burundi'],1
"['Sweet potatoes', 'Maize flour']",0.3717627835744661,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Sweet potatoes', 'Garlic']",0.1968307086649642,"['Gambia', 'Philippines', 'Rwanda']",3
"['Sweet potatoes', 'Onions (red)']",0.4864435430412293,"['Philippines', 'Rwanda']",2
"['Sweet potatoes', 'Onions (white)']",0.5243794682226065,"['Philippines', 'Rwanda']",2
"['Sweet potatoes', 'Bananas']",0.34388752187341215,"['Gambia', 'Rwanda']",2
"['Sweet potatoes', 'Spinach']",-0.1599983015277249,['Rwanda'],1
"['Sweet potatoes', 'Papaya']",0.34088654033501176,['Rwanda'],1
"['Sweet potatoes', 'Mangoes']",0.354954954954955,['Rwanda'],1
"['Sweet potatoes', 'Cassava']",0.3875033524630767,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Sweet potatoes', 'Livestock (Goat)']",0.15258906856237173,['Rwanda'],1
"['Sweet potatoes', 'Potatoes (Irish)']",0.26107852623667566,"['Gambia', 'Philippines', 'Rwanda']",3
"['Sweet potatoes', 'Beans (dry)']",0.2901928881540403,"['Gambia', 'Rwanda']",2
"['Sweet potatoes', 'Rice (regular, milled)']",0.6424667882779656,['Philippines'],1
"['Sweet potatoes', 'Sorghum flour']",-0.21441046033715716,['Rwanda'],1
"['Sweet potatoes', 'Peppers (green)']",-0.3713035307367067,['Rwanda'],1
"['Sweet potatoes', 'Eggplants']",0.007462000508515448,['Rwanda'],1
"['Sweet potatoes', 'Passion fruit']",0.35830772062310884,['Rwanda'],1
"['Sweet potatoes', 'Zucchini']",0.4839125040820241,['Rwanda'],1
"['Sweet potatoes', 'Avocados']",0.505165676205358,['Rwanda'],1
"['Sweet potatoes', 'Cassava leaves']",0.4199056199056199,['Rwanda'],1
"['Sweet potatoes', 'Peas (fresh)']",0.39079461571862784,['Rwanda'],1
"['Sweet potatoes', 'Meat (goat)']",0.3650198750944837,['Rwanda'],1
"['Rice (imported, Tanzanian)', 'Cassava']",-0.3789907437664049,['Rwanda'],1
"['Rice (imported, Tanzanian)', 'Beans (dry)']",0.41188258600367156,['Rwanda'],1
"['Rice (imported, Tanzanian)', 'Peppers (green)']",0.3426601660282819,['Rwanda'],1
"['Rice (imported, Tanzanian)', 'Passion fruit']",0.3668439930423802,['Rwanda'],1
"['Rice (imported, Tanzanian)', 'Zucchini']",-0.46679152232483423,['Rwanda'],1
"['Rice (local)', 'Groundnuts (shelled)']",0.4709179952492067,"['Cameroon', 'Democratic Republic of the Congo', 'Nigeria', 'Rwanda', 'Zambia']",5
"['Rice (local)', 'Sorghum (red)']",0.41084509631388655,"['Cameroon', 'Chad']",2
"['Rice (local)', 'Sorghum (white)']",0.5831879321838229,"['Cameroon', 'Chad', 'Nigeria']",3
"['Rice (local)', 'Cassava (cossette)']",-0.1544306057500991,"['Cameroon', 'Democratic Republic of the Congo']",2
"['Rice (local)', 'Maize flour']",0.4974194090251691,"['Democratic Republic of the Congo', 'Rwanda']",2
"['Rice (local)', 'Plantains']",0.27025859099545047,"[""Cote d'Ivoire"", 'Democratic Republic of the Congo']",2
"['Rice (local)', 'Salt']",-0.30104189163484507,"['Democratic Republic of the Congo', 'Guinea', 'Guinea-Bissau']",3
"['Rice (local)', 'Rice (paddy)']",0.4805285815665234,['Mali'],1
"['Rice (local)', 'Cassava (fresh)']",-0.21190498317783993,"[""Cote d'Ivoire""]",1
"['Rice (local)', 'Fish (smoked)']",-0.41748035552502955,['Democratic Republic of the Congo'],1
"['Rice (local)', 'Fish (salted)']",-0.11256413255793046,['Democratic Republic of the Congo'],1
"['Rice (local)', 'Rice (denikassia, imported)']",0.45134696429527543,"[""Cote d'Ivoire""]",1
"['Rice (local)', 'Peanut']",0.44699428868657265,"[""Cote d'Ivoire""]",1
"['Rice (local)', 'Maize meal']",0.3672881530320621,['Democratic Republic of the Congo'],1
"['Rice (local)', 'Cassava']",0.11989457223900095,"['Democratic Republic of the Congo', 'Ghana', 'Rwanda']",3
"['Rice (local)', 'Meat (goat, with bones)']",-0.12983086782509967,['Democratic Republic of the Congo'],1
"['Rice (local)', 'Cassava (chikwangue)']",-0.34411898330926105,['Democratic Republic of the Congo'],1
"['Rice (local)', 'Maize (local)']",0.025678901736179344,"['Peru', 'Senegal']",2
"['Rice (local)', 'Beans (dry)']",0.5482045505419948,"['Mozambique', 'Rwanda', 'Zambia']",3
"['Rice (local)', 'Plantains (apentu)']",0.37654834055023567,['Ghana'],1
"['Rice (local)', 'Yam']",0.40420003778736896,"['Ghana', 'Nigeria']",2
"['Rice (local)', 'Sorghum (taghalit)']",-0.4222894704079772,['Mauritania'],1
"['Rice (local)', 'Wheat flour (locally processed)']",0.23681609329157327,['Peru'],1
"['Rice (local)', 'Maize (imported)']",-0.3050587688903892,['Senegal'],1
"['Rice (local)', 'Maize meal (white, roller)']",0.3756586394415287,['Zambia'],1
"['Rice (local)', 'Maize meal (white, breakfast)']",0.3913675812670101,['Zambia'],1
"['Groundnuts (shelled)', 'Sorghum (red)']",0.33354558417150676,['Cameroon'],1
"['Groundnuts (shelled)', 'Sorghum (white)']",-0.02148925386195147,"['Cameroon', 'Nigeria', 'South Sudan']",3
"['Groundnuts (shelled)', 'Beans (red)']",0.4543676689138596,['South Sudan'],1
"['Groundnuts (shelled)', 'Bananas']",0.3900869078207845,"['Gambia', 'Rwanda', 'Turkey']",3
"['Groundnuts (shelled)', 'Maize (local)']",-0.4618460247593238,['Gambia'],1
"['Groundnuts (shelled)', 'Groundnuts (unshelled)']",0.33015973870617576,['Gambia'],1
"['Groundnuts (shelled)', 'Rice (long grain, imported)']",0.13618566370928387,['Gambia'],1
"['Groundnuts (shelled)', 'Rice (medium grain, imported)']",-0.34489688136680574,['Gambia'],1
"['Groundnuts (shelled)', 'Meat (mutton)']",0.4245896442220947,"['Gambia', 'Rwanda', 'Turkey']",3
"['Groundnuts (shelled)', 'Beans (dry)']",0.5163529363909054,"['Gambia', 'Rwanda', 'Zambia']",3
"['Groundnuts (shelled)', 'Oil (olive)']",0.36382363085859304,['Turkey'],1
"['Groundnuts (shelled)', 'Bulgur']",0.37524998355894973,['Turkey'],1
"['Groundnuts (shelled)', 'Meat (veal)']",0.5939714471607765,['Turkey'],1
"['Groundnuts (shelled)', 'Maize meal (white, roller)']",0.38775876189609804,"['Zambia', 'Zimbabwe']",2
"['Groundnuts (shelled)', 'Maize meal (white, breakfast)']",0.45901813757983667,['Zambia'],1
"['Sesame', 'Sorghum (white)']",0.561479082139158,"['Cameroon', 'South Sudan']",2
"['Sesame', 'Beans (red)']",-0.017584974960200367,['South Sudan'],1
"['Cassava (cossette)', 'Plantains']",0.48765932422830804,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Salt']",0.31773402046208943,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Fish (smoked)']",0.5005023248844849,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Fish (salted)']",0.15460535724219104,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Maize meal']",-0.40306009665295195,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Meat (goat, with bones)']",0.40579778253863585,['Democratic Republic of the Congo'],1
"['Cassava (cossette)', 'Cassava (chikwangue)']",0.46816564258495624,['Democratic Republic of the Congo'],1
"['Oil (groundnut)', 'Milk (pasteurized)']",-0.12460006793416367,['India'],1
"['Oil (groundnut)', 'Oil (sunflower)']",0.6558361864593342,['India'],1
"['Oil (groundnut)', 'Oil (mustard)']",0.26419752392922236,['India'],1
"['Oil (groundnut)', 'Salt (iodised)']",0.40064384224815514,['India'],1
"['Maize flour', 'Cocoa']",0.4166318174646394,['Colombia'],1
"['Maize flour', 'Salt']",-0.46624525020946744,"['Colombia', 'Democratic Republic of the Congo', 'Gambia']",3
"['Maize flour', 'Bananas']",0.41900522718549277,"['Colombia', 'Gambia', 'Rwanda']",3
"['Maize flour', 'Spinach']",-0.4720003852540669,"['Colombia', 'Rwanda']",2
"['Maize flour', 'Fish (tilapia)']",-0.3582121685263041,['Colombia'],1
"['Maize flour', 'Papaya']",0.24604283071141764,"['Colombia', 'Rwanda']",2
